date,nav_theo_usd_bt,nav_theo_usd_live,nav_ucits_eur_bt,nav_ucits_eur_live,bench_6040_usd,bench_allw_usd,bench_rpar_usd,bench_6040_eur,bench_allw_eur,bench_rpar_eur
2007-06-22,113.255,,102.253408,,114.406565,,,103.29311,,
2007-06-25,113.2047,,102.230771,,114.118602,,,103.05608,,
2007-06-26,112.648,,101.788525,,113.368663,,,102.439715,,
2007-06-27,113.1993,,102.294282,,114.414253,,,103.392193,,
2007-06-28,113.2925,,102.408953,,114.374386,,,103.386907,,
2007-06-29,113.7345,,102.155262,,114.492139,,,102.835767,,
2007-07-02,114.4483,,102.132365,,115.232491,,,102.832169,,
2007-07-03,114.3277,,102.137204,,115.434177,,,103.1257,,
2007-07-05,113.8219,,101.760115,,115.170093,,,102.965439,,
2007-07-06,114.0027,,101.72725,,115.446562,,,103.015641,,
2007-07-09,114.2898,,101.968467,,115.588853,,,103.127472,,
2007-07-10,114.4996,,101.25649,,114.793792,,,101.516655,,
2007-07-11,114.2388,,101.040554,,115.185452,,,101.877837,,
2007-07-12,114.9937,,101.383695,,116.224799,,,102.469088,,
2007-07-13,115.3345,,101.698911,,116.489154,,,102.717054,,
2007-07-16,115.5543,,102.003702,,116.576165,,,102.905737,,
2007-07-17,115.2442,,101.663529,,116.452913,,,102.729805,,
2007-07-18,115.8447,,102.037777,,116.443679,,,102.565366,,
2007-07-19,116.2005,,102.343756,,116.7195,,,102.800866,,
2007-07-20,116.2783,,102.241914,,116.118929,,,102.10178,,
2007-07-23,116.3302,,102.435726,,116.306075,,,102.414482,,
2007-07-24,115.5532,,101.633747,,115.190543,,,101.314775,,
2007-07-25,115.7601,,102.565181,,115.299689,,,102.157251,,
2007-07-26,114.5734,,101.336497,,113.829697,,,100.678715,,
2007-07-27,113.629,,101.289704,,112.432478,,,100.223116,,
2007-07-30,114.3245,,101.478113,,113.477693,,,100.72646,,
2007-07-31,114.1786,,101.444896,,112.844165,,,100.259283,,
2007-08-01,114.248,,101.625389,,113.074461,,,100.581508,,
2007-08-02,114.5611,,101.636181,,113.588709,,,100.773496,,
2007-08-03,113.8238,,100.366815,,112.030919,,,98.785901,,
2007-08-06,114.0714,,100.541388,,113.085267,,,99.67222,,
2007-08-07,114.6632,,101.48237,,113.784724,,,100.704878,,
2007-08-08,114.5739,,100.955009,,114.677283,,,101.046104,,
2007-08-09,113.2075,,100.626222,,112.696808,,,100.172286,,
2007-08-10,113.5255,,100.768895,,112.225729,,,99.615176,,
2007-08-13,113.6236,,101.470897,,112.551139,,,100.513142,,
2007-08-14,113.4245,,101.899409,,111.637864,,,100.294313,,
2007-08-15,112.6388,,101.878652,,110.778928,,,100.19645,,
2007-08-16,112.9602,,102.291115,,111.2483,,,100.740903,,
2007-08-17,113.7769,,102.52664,,112.578187,,,101.446455,,
2007-08-20,113.8044,,102.688429,,112.504644,,,101.515628,,
2007-08-21,113.9525,,102.883153,,112.845907,,,101.884054,,
2007-08-22,114.4598,,102.753578,,113.615216,,,101.995373,,
2007-08-23,114.6427,,102.750847,,113.612868,,,101.827839,,
2007-08-24,115.6944,,102.911985,,114.336963,,,101.704524,,
2007-08-27,115.6358,,103.018151,,113.840161,,,101.418443,,
2007-08-28,114.6996,,102.514649,,112.516349,,,100.563332,,
2007-08-29,115.6308,,102.780209,,113.75386,,,101.111862,,
2007-08-30,115.8367,,103.356184,,113.672952,,,101.425563,,
2007-08-31,116.4965,,103.967788,,114.365646,,,102.066098,,
2007-09-04,117.2719,,104.798275,,115.009123,,,102.776179,,
2007-09-05,117.5173,,104.69435,,114.559285,,,102.0591,,
2007-09-06,118.0021,,104.788375,,114.709448,,,101.86443,,
2007-09-07,118.235,,104.400369,,114.039239,,,100.695552,,
2007-09-10,118.6807,,104.535769,,114.019109,,,100.429768,,
2007-09-11,119.432,,104.923853,,114.737377,,,100.799515,,
2007-09-12,119.3122,,104.328556,,114.851336,,,100.427903,,
2007-09-13,118.8205,,104.033295,,115.195825,,,100.85971,,
2007-09-14,118.8902,,104.15433,,115.228481,,,100.946464,,
2007-09-17,119.5577,,104.814627,,114.877648,,,100.711688,,
2007-09-18,120.683,,104.923465,,116.999976,,,101.721393,,
2007-09-19,120.3897,,104.863447,,117.403077,,,102.261999,,
2007-09-20,119.5495,,103.339369,,116.576194,,,100.769224,,
2007-09-21,120.0267,,103.559679,,116.906124,,,100.867229,,
2007-09-24,120.0796,,103.635478,,116.77583,,,100.784138,,
2007-09-25,119.6872,,102.924168,,116.680344,,,100.338444,,
2007-09-26,119.8396,,103.126712,,117.002756,,,100.685496,,
2007-09-27,120.7272,,103.70847,,117.502447,,,100.938306,,
2007-09-28,120.8718,,103.053528,,117.328546,,,100.032601,,
2007-10-01,121.8632,,104.103204,,117.965354,,,100.773419,,
2007-10-02,121.343,,104.222733,,118.052427,,,101.396426,,
2007-10-03,120.9061,,104.31843,,117.926378,,,101.747511,,
2007-10-04,121.5086,,104.483078,,118.020114,,,101.483391,,
2007-10-05,121.5564,,104.546364,,118.488271,,,101.907575,,
2007-10-08,120.9479,,104.66723,,118.488378,,,102.538782,,
2007-10-09,121.5968,,104.796114,,119.06105,,,102.610721,,
2007-10-10,121.785,,104.668926,,118.997674,,,102.27334,,
2007-10-11,121.6885,,104.210259,,118.689456,,,101.641971,,
2007-10-12,121.9189,,104.54528,,118.991514,,,102.035051,,
2007-10-15,121.8874,,104.321802,,118.408905,,,101.344604,,
2007-10-16,121.6428,,104.346798,,117.915135,,,101.149158,,
2007-10-17,122.0921,,104.474936,,118.294337,,,101.225168,,
2007-10-18,122.8033,,104.451239,,118.176283,,,100.515696,,
2007-10-19,122.1051,,103.842849,,116.536337,,,99.10696,,
2007-10-22,121.8582,,104.44829,,116.928858,,,100.223204,,
2007-10-23,122.4097,,104.339108,,117.478175,,,100.135593,,
2007-10-24,122.9148,,104.743939,,117.559177,,,100.180054,,
2007-10-25,123.0578,,104.448477,,117.608781,,,99.823482,,
2007-10-26,124.0075,,104.764496,,118.394178,,,100.022228,,
2007-10-29,124.5178,,104.940371,,118.629139,,,99.97756,,
2007-10-30,123.6362,,104.146843,,118.191824,,,99.56069,,
2007-10-31,124.1837,,104.210895,,118.798738,,,99.692011,,
2007-11-01,123.5585,,104.139117,,117.258154,,,98.828981,,
2007-11-02,124.5331,,104.302509,,117.386189,,,98.316624,,
2007-11-05,124.1386,,104.302643,,116.806135,,,98.141824,,
2007-11-06,125.1941,,104.565092,,117.683592,,,98.292137,,
2007-11-07,124.1128,,103.087583,,115.765018,,,96.15395,,
2007-11-08,124.0245,,102.743985,,115.455683,,,95.645432,,
2007-11-09,123.8088,,102.607247,,114.666828,,,95.030785,,
2007-11-12,122.1047,,102.14897,,113.920532,,,95.302351,,
2007-11-13,123.5145,,102.833026,,116.016437,,,96.590451,,
2007-11-14,123.7148,,102.662316,,115.79978,,,96.094191,,
2007-11-15,122.9471,,102.297581,,114.998908,,,95.684323,,
2007-11-16,123.2197,,102.265428,,115.080724,,,95.510535,,
2007-11-19,122.8613,,101.856719,,114.220716,,,94.693344,,
2007-11-20,123.7439,,101.371754,,114.550758,,,93.840676,,
2007-11-21,123.2261,,100.825275,,113.484467,,,92.854539,,
2007-11-23,124.4453,,101.970395,,114.437869,,,93.770313,,
2007-11-26,124.3493,,101.65535,,113.330624,,,92.6476,,
2007-11-27,123.9844,,101.65097,,113.926925,,,93.405158,,
2007-11-28,124.6589,,102.116511,,116.002772,,,95.025693,,
2007-11-29,124.8019,,102.906251,,116.165789,,,95.785287,,
2007-11-30,124.7141,,103.633043,,116.955662,,,97.186053,,
2007-12-03,125.1002,,103.691639,,116.746748,,,96.767724,,
2007-12-04,125.0144,,102.978796,,115.940432,,,95.504247,,
2007-12-05,125.0012,,104.006686,,117.013362,,,97.360442,,
2007-12-06,125.4482,,104.193202,,117.970592,,,97.982543,,
2007-12-07,124.7444,,103.488453,,117.689193,,,97.635425,,
2007-12-10,125.1285,,103.404891,,118.139516,,,97.629267,,
2007-12-11,124.7173,,103.465971,,116.436685,,,96.59634,,
2007-12-12,125.2347,,103.53136,,117.075051,,,96.785789,,
2007-12-13,124.2366,,103.215798,,116.742838,,,96.989979,,
2007-12-14,123.3596,,103.978686,,115.724415,,,97.543059,,
2007-12-17,123.1718,,103.986215,,114.80471,,,96.922407,,
2007-12-18,124.1059,,104.672326,,115.432809,,,97.357342,,
2007-12-19,125.0178,,105.676037,,115.528587,,,97.65492,,
2007-12-20,125.0781,,106.121767,,115.924644,,,98.355572,,
2007-12-21,125.2196,,106.025756,,116.727595,,,98.835418,,
2007-12-24,125.22,,105.657417,,117.261545,,,98.942277,,
2007-12-26,125.1749,,105.700061,,117.267441,,,99.022853,,
2007-12-27,125.3377,,104.185415,,116.643323,,,96.958322,,
2007-12-28,126.6476,,104.626832,,116.713775,,,96.420245,,
2007-12-31,126.5372,,105.416017,,116.207824,,,96.810787,,
2008-01-02,127.6708,,105.478575,,115.822376,,,95.689689,,
2008-01-03,127.8262,,105.35494,,115.915579,,,95.538152,,
2008-01-04,126.6385,,104.356222,,114.305176,,,94.192969,,
2008-01-07,126.7968,,104.903356,,114.189335,,,94.472766,,
2008-01-08,126.4833,,104.555044,,113.311482,,,93.666808,,
2008-01-09,126.9365,,105.267519,,113.918443,,,94.471739,,
