Date,NAV,BENCH
2015-01-01,1500.117877412977,341.019989
2015-01-02,1497.1176416581511,341.019989
2015-01-05,1470.1882782757768,333.9899902
2015-01-06,1449.6050295608425,331.6099854
2015-01-07,1454.477283602272,333.2000122
2015-01-08,1497.6438992859382,342.3500061
2015-01-09,1474.909968756521,337.9299927
2015-01-12,1491.4026966671538,339.8699951
2015-01-13,1521.9653343740977,344.769989
2015-01-14,1498.743376918863,339.6700134
2015-01-15,1532.0707218948307,348.4500122
2015-01-16,1538.7875441161143,352.3999939
2015-01-19,1549.92742461871,353.1799927
2015-01-20,1561.5932305507313,355.9599915
2015-01-21,1575.0628830088322,358.1199951
2015-01-22,1620.5912110530037,364.0499878
2015-01-23,1653.0020024753328,370.3699951
2015-01-26,1676.1744059481616,372.3900146
2015-01-27,1650.866856183334,368.7000122
2015-01-28,1670.2867107966697,369.0799866
2015-01-29,1679.3443482066048,368.7600098
2015-01-30,1666.3907400621154,367.0499878
2015-02-02,1665.9173638857874,367.2799988
2015-02-03,1687.920786266793,370.2799988
2015-02-04,1697.5981300884134,372.1000061
2015-02-05,1693.021210077801,372.5100098
2015-02-06,1694.244403269698,373.3099976
2015-02-09,1659.060228171213,370.5499878
2015-02-10,1694.5613271610905,372.9400024
2015-02-11,1692.543522239443,372.0400085
2015-02-12,1723.6031940059522,374.8299866
2015-02-13,1724.8323150950584,377.0700073
2015-02-16,1724.084684392429,376.5499878
2015-02-17,1717.4887318530966,377.019989
2015-02-18,1732.2856781264,380.3699951
2015-02-19,1750.0240413086976,381.4100037
2015-02-20,1751.106681681661,382.269989
2015-02-23,1767.4224775694831,385.0799866
2015-02-24,1770.1318454796256,387.25
2015-02-25,1763.8681565594577,386.7600098
2015-02-26,1792.3880027083546,390.6900024
2015-02-27,1798.7056621349268,392.2099915
2015-03-02,1799.6265745193236,391.2900085
2015-03-03,1782.7148113990786,387.6799927
2015-03-04,1804.7330058412472,390.6099854
2015-03-05,1830.3348209540447,393.7799988
2015-03-06,1829.6414291619333,394.1799927
2015-03-09,1829.459296550826,393.1900024
2015-03-10,1817.6994904137132,389.6600037
2015-03-11,1872.916318716429,395.480011
2015-03-12,1870.2724511924307,395.3599854
2015-03-13,1889.1808544622425,396.6099854
2015-03-16,1920.3390157683064,400.1799927
2015-03-17,1880.747487522712,397.3299866
2015-03-18,1869.7881495233516,398.6499939
2015-03-19,1882.993895145008,400.8299866
2015-03-20,1896.2327195798823,404.0100098
2015-03-23,1862.5161904188735,401.2399902
2015-03-24,1878.6575939531197,402.4899902
2015-03-25,1861.687672142701,397.9500122
2015-03-26,1852.0274772604291,394.5400085
2015-03-27,1848.9679065625023,395.5400085
2015-03-30,1872.7369012950303,399.8399963
2015-03-31,1867.966557136746,397.2999878
2015-04-01,1861.58539411341,398.519989
2015-04-02,1852.763331535181,397.7999878
2015-04-03,1852.763331535181,397.7999878
