Date,NAV,BENCH
2015-06-01,1479.6961987577606,2111.73
2015-06-02,1482.0616690873849,2109.6
2015-06-03,1484.5962451733076,2114.07
2015-06-04,1467.5404375925602,2095.84
2015-06-05,1469.6716004455488,2092.83
2015-06-08,1456.0403173801983,2079.28
2015-06-09,1457.300482267338,2080.15
2015-06-10,1486.7651384763442,2105.2
2015-06-11,1488.2266181661134,2108.86
2015-06-12,1479.9183703831418,2094.11
2015-06-15,1474.0952114649997,2084.43
2015-06-16,1474.4626212513972,2096.29
2015-06-17,1471.5756296438587,2100.44
2015-06-18,1490.8293851253686,2121.24
2015-06-19,1481.334006854876,2109.99
2015-06-22,1497.1540168560666,2122.85
2015-06-23,1495.8603566117692,2124.2
2015-06-24,1485.01705859125,2108.58
2015-06-25,1479.3912557238068,2102.31
2015-06-26,1484.6540176056133,2101.49
2015-06-29,1442.2623928612454,2057.64
2015-06-30,1449.081738589724,2063.11
2015-07-01,1463.8149843493436,2077.42
2015-07-02,1452.6404489957238,2076.78
2015-07-03,1452.6404490276168,2076.78
2015-07-06,1446.0365474478383,2068.76
2015-07-07,1453.6422325323508,2081.34
2015-07-08,1430.7807847798615,2046.68
2015-07-09,1437.649706400984,2051.31
2015-07-10,1465.8230984664094,2076.62
2015-07-13,1480.8640804264944,2099.6
2015-07-14,1487.3120763082618,2108.95
2015-07-15,1483.5413849240315,2107.4
2015-07-16,1496.6919994797536,2124.29
2015-07-17,1490.9406405427146,2126.64
2015-07-20,1500.737601801005,2128.28
2015-07-21,1498.1651846186223,2119.21
2015-07-22,1507.4178607849442,2114.15
2015-07-23,1500.3266096180669,2102.15
2015-07-24,1477.6816119808632,2079.65
2015-07-27,1455.7699264200414,2067.64
2015-07-28,1468.469778715107,2093.25
2015-07-29,1489.8883941586805,2108.57
2015-07-30,1500.435212009569,2108.63
2015-07-31,1496.9853867023735,2103.84
2015-08-03,1494.8149323265127,2098.04
2015-08-04,1504.410020295882,2093.32
2015-08-05,1516.982942137808,2099.84
2015-08-06,1500.7322561091207,2083.56
2015-08-07,1504.7026449761618,2077.57
2015-08-10,1523.3839025502105,2104.18
2015-08-11,1509.6693987800631,2084.07
2015-08-12,1507.965996651997,2086.05
2015-08-13,1512.6267146734028,2083.39
2015-08-14,1518.74674195304,2091.54
2015-08-17,1528.7779001903634,2102.44
2015-08-18,1528.097378886205,2096.92
2015-08-19,1516.9571956501477,2079.61
2015-08-20,1481.954802719819,2035.73
2015-08-21,1439.0912831578712,1970.89
2015-08-24,1378.8524775511812,1893.21
2015-08-25,1363.6287756701768,1867.61
2015-08-26,1412.4020333076155,1940.51
2015-08-27,1443.6656753360485,1987.66
2015-08-28,1441.15241382281,1988.87
2015-08-31,1424.749790195762,1972.18
2015-09-01,1384.18102003747,1913.85
2015-09-02,1406.5076888515866,1948.86
2015-09-03,1419.2701910288474,1951.13
2015-09-04,1394.7563216725323,1921.22
2015-09-07,1394.756321726671,1921.22
2015-09-08,1429.7264821585163,1969.41
2015-09-09,1410.1826119514085,1942.04
2015-09-10,1414.5062175739893,1952.29
2015-09-11,1423.1433912261325,1961.05
2015-09-14,1416.8704644127677,1953.03
2015-09-15,1435.712844229549,1978.09
2015-09-16,1441.5463233243886,1995.31
2015-09-17,1435.2015073026855,1990.2
2015-09-18,1413.3756950154766,1958.03
2015-09-21,1427.8626705802294,1966.97
2015-09-22,1408.6389691588963,1942.74
2015-09-23,1404.5754467227518,1938.76
2015-09-24,1388.8467984065094,1932.24
2015-09-25,1384.012902010655,1931.34
2015-09-28,1344.1208406135977,1881.77
2015-09-29,1339.4666051977038,1884.09
2015-09-30,1372.1726365549014,1920.03
2015-10-01,1380.231453158821,1923.82
2015-10-02,1389.8154892005148,1951.36
2015-10-05,1415.8508385982386,1987.05
2015-10-06,1400.396353821399,1979.92
2015-10-07,1403.7492044913618,1995.83
2015-10-08,1412.10626732327,2013.43
2015-10-09,1416.793403204292,2014.89
2015-10-12,1418.6237751604228,2017.46
2015-10-13,1405.3890509809708,2003.69
2015-10-14,1397.216267191634,1994.24
2015-10-15,1423.630853390968,2023.86
2015-10-16,1427.2914240508435,2033.11
2015-10-19,1428.7439080938534,2033.66
2015-10-20,1422.6082610987344,2030.77
2015-10-21,1409.1113147276217,2018.94
2015-10-22,1441.7782143298343,2052.51
2015-10-23,1463.393413214239,2075.15
2015-10-26,1462.9239579381674,2071.18
2015-10-27,1459.388859405618,2065.89
2015-10-28,1480.3587873003246,2090.35
2015-10-29,1481.547290752196,2089.41
2015-10-30,1469.3765342915217,2079.36
2015-11-02,1480.985772317473,2104.05
2015-11-03,1488.5526794365494,2109.79
2015-11-04,1493.3101379532875,2102.31
2015-11-05,1505.9125258033898,2099.93
2015-11-06,1510.8255349976494,2099.2
2015-11-09,1493.3000630819172,2078.58
2015-11-10,1496.697749908598,2081.72
2015-11-11,1504.7680830002118,2075.0
2015-11-12,1484.7520435364706,2045.97
2015-11-13,1464.784295180439,2023.04
2015-11-16,1484.2667954806943,2053.19
2015-11-17,1484.4432443707035,2050.44
2015-11-18,1509.5784808603632,2083.58
2015-11-19,1512.7880924623278,2081.24
2015-11-20,1533.8590051459946,2089.17
2015-11-23,1528.4675902680317,2086.59
2015-11-24,1523.8171693697234,2089.14
2015-11-25,1520.3339788059636,2088.87
2015-11-26,1520.333978829511,2088.87
2015-11-27,1524.414617296767,2090.11
2015-11-30,1515.9720792288078,2080.41
2015-12-01,1537.3164353234542,2102.63
2015-12-02,1522.8526332689344,2079.51
2015-12-03,1488.4157255632217,2049.62
2015-12-04,1521.8434286236038,2091.69
2015-12-07,1510.5775462253068,2077.07
2015-12-08,1504.8815548509103,2063.59
2015-12-09,1478.3446401083722,2047.62
2015-12-10,1480.8437803578174,2052.23
2015-12-11,1451.861378196701,2012.37
2015-12-14,1469.004206722849,2021.94
2015-12-15,1481.6510726753722,2043.41
2015-12-16,1504.5049446089483,2073.07
2015-12-17,1477.1634168979444,2041.89
2015-12-18,1450.0598802339944,2005.55
2015-12-21,1467.1831146658224,2021.15
2015-12-22,1479.8418797555146,2038.97
2015-12-23,1489.0791635106737,2064.29
2015-12-24,1488.536351081359,2060.99
2015-12-25,1488.5363511038845,2060.99
2015-12-28,1493.3524482952923,2056.5
2015-12-29,1511.0513285573495,2078.36
2015-12-30,1499.7765398003958,2063.36
2015-12-31,1480.975402293362,2043.94
2016-01-01,1480.9754023158955,2043.94
2016-01-04,1440.9536686671318,2012.66
2016-01-05,1437.0887952073203,2016.71
2016-01-06,1409.2505952271258,1990.26
2016-01-07,1363.139481381524,1943.09
2016-01-08,1341.6951191802175,1922.03
2016-01-11,1344.992543221004,1923.67
2016-01-12,1357.499023945223,1938.68
2016-01-13,1309.3854151725516,1890.28
2016-01-14,1333.4802837198529,1921.84
2016-01-15,1284.9918852784972,1880.33
2016-01-18,1281.1295134270065,1880.33
2016-01-19,1273.0971678628575,1881.33
2016-01-20,1283.2760373031967,1859.33
2016-01-21,1287.9791654181693,1868.99
2016-01-22,1319.9609084033175,1906.9
2016-01-25,1295.4873500324857,1877.08
2016-01-26,1307.643017373585,1903.63
2016-01-27,1285.4859582477122,1882.95
2016-01-28,1294.9759728869367,1893.36
2016-01-29,1334.9113708238713,1940.24
2016-02-01,1337.6477956163742,1939.38
2016-02-02,1314.2665638604617,1903.03
2016-02-03,1318.2342917124358,1912.53
2016-02-04,1333.2387588028637,1915.45
2016-02-05,1288.3486465276064,1880.05
2016-02-08,1249.0141384184085,1853.44
2016-02-09,1250.4888040962971,1852.21
2016-02-10,1263.2130496921918,1851.86
2016-02-11,1251.9707227434835,1829.08
2016-02-12,1282.2177745997706,1864.78
2016-02-15,1282.2177746406342,1864.78
2016-02-16,1305.196070400325,1895.58
2016-02-17,1336.141937076259,1926.82
2016-02-18,1318.125761009484,1917.83
2016-02-19,1331.0911207991512,1917.78
2016-02-22,1344.4335607439566,1945.5
2016-02-23,1328.789607566751,1921.27
2016-02-24,1346.1948488500966,1929.8
2016-02-25,1361.1903481668094,1951.7
2016-02-26,1356.2613955756055,1948.05
2016-02-29,1343.7640493803822,1932.23
2016-03-01,1382.988232740696,1978.35
2016-03-02,1376.6336886365712,1986.45
2016-03-03,1382.4874686790783,1993.4
2016-03-04,1382.8307761154956,1999.99
2016-03-07,1373.0258592873213,2001.76
2016-03-08,1361.9445762412322,1979.26
2016-03-09,1371.0844655769436,1989.26
2016-03-10,1370.6106389962945,1989.57
2016-03-11,1392.3081197151892,2022.19
2016-03-14,1388.780128985126,2019.64
2016-03-15,1387.996282947346,2015.93
2016-03-16,1395.6496513689349,2027.22
2016-03-17,1403.448348428545,2040.59
2016-03-18,1409.6214492776005,2049.58
2016-03-21,1411.9695885030535,2051.6
2016-03-22,1415.0145524306024,2049.8
2016-03-23,1412.417646926143,2036.71
2016-03-24,1414.291228840976,2035.94
2016-03-25,1414.2912288941577,2035.94
2016-03-28,1416.2401293808991,2037.05
2016-03-29,1439.6623348171936,2055.01
2016-03-30,1444.8222052241404,2063.95
2016-03-31,1445.2974959412782,2059.74
2016-04-01,1462.0822735163,2072.78
2016-04-04,1446.3289610571844,2066.13
2016-04-05,1431.8659776971058,2045.17
2016-04-06,1447.087652520947,2066.66
2016-04-07,1428.9533374335142,2041.91
2016-04-08,1438.6779299391442,2047.6
2016-04-11,1433.4647772077276,2041.99
2016-04-12,1443.4146775891245,2061.72
2016-04-13,1462.2194006862226,2082.42
2016-04-14,1461.0391855488688,2082.78
2016-04-15,1464.1906217424498,2080.73
2016-04-18,1478.3241059200373,2094.34
2016-04-19,1481.0308255468958,2100.8
2016-04-20,1489.4226448612335,2102.4
2016-04-21,1480.7577350956717,2091.48
2016-04-22,1470.4041280844667,2091.58
2016-04-25,1472.3475635967025,2087.79
2016-04-26,1478.2924435795696,2091.7
2016-04-27,1485.0006197170371,2095.15
2016-04-28,1464.4418490800902,2075.81
2016-04-29,1446.2393433227091,2065.3
2016-05-02,1461.460044097873,2081.43
2016-05-03,1446.0602226898804,2063.37
2016-05-04,1435.0216144767317,2051.12
2016-05-05,1440.5269564466778,2050.63
2016-05-06,1446.545038744301,2057.14
2016-05-09,1452.6789133135674,2058.69
2016-05-10,1471.9681970056474,2084.39
2016-05-11,1461.084539763165,2064.46
2016-05-12,1460.229395228767,2064.11
2016-05-13,1453.5676631945369,2046.61
2016-05-16,1464.1288628227894,2066.66
2016-05-17,1452.702174920889,2047.21
2016-05-18,1459.9677346770586,2047.63
2016-05-19,1446.930307644615,2040.04
2016-05-20,1470.1396773111355,2052.32
2016-05-23,1473.4207884854652,2048.04
2016-05-24,1508.2582561311128,2076.06
2016-05-25,1507.7516589367456,2090.54
2016-05-26,1509.0464081392288,2090.1
2016-05-27,1519.7708603688918,2099.06
2016-05-30,1519.7708603796484,2099.06
2016-05-31,1516.4858138278094,2096.95
2016-06-01,1518.4237845091218,2099.33
2016-06-02,1517.5386816331006,2105.26
2016-06-03,1502.0879846253406,2099.13
2016-06-06,1515.0726406286624,2109.41
2016-06-07,1514.0029212557642,2112.13
2016-06-08,1519.102758570359,2119.12
2016-06-09,1509.1925727678715,2115.48
2016-06-10,1490.712077448473,2096.07
2016-06-13,1475.5663247210132,2079.06
2016-06-14,1469.1297630581794,2075.32
2016-06-15,1467.36840868976,2071.5
2016-06-16,1470.0263017736183,2077.99
2016-06-17,1460.2240971143133,2071.22
2016-06-20,1474.8969026187972,2083.25
2016-06-21,1479.9038953835898,2088.9
2016-06-22,1472.327178621998,2085.45
2016-06-23,1502.102524520872,2113.32
2016-06-24,1436.978172948062,2037.41
2016-06-27,1394.033380650634,2000.54
2016-06-28,1425.9515260995297,2036.09
2016-06-29,1456.5781927274882,2070.77
2016-06-30,1470.8731512814409,2098.86
2016-07-01,1473.2303585929749,2102.95
2016-07-04,1471.1740893760957,2102.95
2016-07-05,1462.7637505038765,2088.55
2016-07-06,1472.6546569078348,2099.73
2016-07-07,1478.6037246112012,2097.9
2016-07-08,1511.039434549229,2129.9
2016-07-11,1520.6873859205466,2137.16
2016-07-12,1538.8940972013356,2152.14
2016-07-13,1541.904402629065,2152.43
2016-07-14,1549.858947115917,2163.75
2016-07-15,1551.182225137792,2161.74
2016-07-18,1554.4395551972884,2166.89
2016-07-19,1548.9327057721591,2163.78
2016-07-20,1568.257646036965,2173.02
2016-07-21,1555.919688571283,2165.17
2016-07-22,1571.7191230264034,2175.03
2016-07-25,1577.5356951591004,2168.48
2016-07-26,1600.8750951488018,2169.18
2016-07-27,1587.3241988773118,2166.58
2016-07-28,1598.974819384057,2170.06
2016-07-29,1583.828165617052,2173.6
2016-08-01,1566.9077763799112,2170.84
2016-08-02,1551.1566626832046,2157.03
2016-08-03,1557.7593248434555,2163.79
2016-08-04,1555.2958441855185,2164.25
2016-08-05,1573.0971094968108,2182.87
2016-08-08,1571.1009141027275,2180.89
2016-08-09,1568.8147096405423,2181.74
2016-08-10,1570.7126531174663,2175.49
2016-08-11,1573.2646935952469,2185.79
2016-08-12,1568.3007478660488,2184.05
2016-08-15,1574.672055604202,2190.15
2016-08-16,1558.5724558384327,2178.15
2016-08-17,1560.5487180862551,2182.22
2016-08-18,1562.167059903586,2187.02
2016-08-19,1559.7978589631543,2183.87
2016-08-22,1565.1011530230958,2182.64
2016-08-23,1574.578697325352,2186.9
2016-08-24,1560.7679191423729,2175.44
2016-08-25,1557.459782783586,2172.47
2016-08-26,1557.315647688228,2169.04
2016-08-29,1564.6808857769784,2180.38
2016-08-30,1561.748326209063,2176.12
2016-08-31,1558.109882403165,2170.95
2016-09-01,1560.7458850846626,2170.86
2016-09-02,1567.652062096817,2179.98
2016-09-05,1567.6520621208638,2179.98
2016-09-06,1563.854173066185,2186.48
2016-09-07,1565.825808448184,2186.16
2016-09-08,1552.68799469457,2181.3
2016-09-09,1504.2703724286914,2127.81
2016-09-12,1526.6724197996969,2159.04
2016-09-13,1501.1247911050095,2127.02
2016-09-14,1500.463805755895,2125.77
2016-09-15,1520.1664945783264,2147.26
2016-09-16,1507.8191499569446,2139.16
2016-09-19,1511.1915665959662,2139.12
2016-09-20,1510.1456942926684,2139.76
2016-09-21,1530.326041721689,2163.12
2016-09-22,1537.7527610735112,2177.18
2016-09-23,1525.4108549400846,2164.69
2016-09-26,1517.2386163751917,2146.1
2016-09-27,1534.452926480251,2159.93
2016-09-28,1535.3416852997548,2171.37
2016-09-29,1518.016452224618,2151.13
2016-09-30,1529.287545940868,2168.27
2016-10-03,1524.1856776900318,2161.2
2016-10-04,1515.910867712323,2150.49
2016-10-05,1530.7311385121063,2159.73
2016-10-06,1534.6443556380225,2160.77
2016-10-07,1516.7015085543153,2153.74
2016-10-10,1518.0567544631597,2163.66
2016-10-11,1493.6749174410947,2136.73
2016-10-12,1502.5317879742909,2139.18
2016-10-13,1494.6230122002353,2132.55
2016-10-14,1504.4333073729092,2132.98
2016-10-17,1501.93641086196,2126.5
2016-10-18,1509.737819703442,2139.6
2016-10-19,1512.380912665839,2144.29
2016-10-20,1510.457269054667,2141.34
2016-10-21,1521.171941001824,2141.16
2016-10-24,1539.9838791016866,2151.33
2016-10-25,1512.802835660892,2143.16
2016-10-26,1518.6681912448448,2139.43
2016-10-27,1508.009468510222,2133.04
2016-10-28,1511.1167026257328,2126.41
2016-10-31,1508.7730820895488,2126.15
2016-11-01,1488.890151624542,2111.72
2016-11-02,1473.4587077259305,2097.94
2016-11-03,1475.1280972763886,2088.66
2016-11-04,1486.4451208894347,2085.18
2016-11-07,1519.2265564368502,2131.52
2016-11-08,1535.333228401433,2139.56
2016-11-09,1542.4590617696306,2163.26
2016-11-10,1533.5225208912416,2167.48
2016-11-11,1532.1731437805165,2164.45
2016-11-14,1523.9749860339382,2164.2
2016-11-15,1537.689849555446,2180.39
2016-11-16,1539.3744383990345,2176.94
2016-11-17,1558.0240869443512,2187.12
2016-11-18,1552.9840774487022,2181.9
2016-11-21,1561.705855051022,2198.18
2016-11-22,1568.822638179044,2202.94
2016-11-23,1574.236150255378,2204.72
2016-11-24,1574.236150291115,2204.72
2016-11-25,1577.0711653998055,2213.35
2016-11-28,1562.5440145056589,2201.72
2016-11-29,1561.6025790338738,2204.66
2016-11-30,1557.0795177130556,2198.81
2016-12-01,1525.8106467435716,2191.08
2016-12-02,1520.3505334483564,2191.95
2016-12-05,1523.8048897245974,2204.71
2016-12-06,1529.14283352699,2212.23
2016-12-07,1545.9611953358535,2241.35
2016-12-08,1554.1243928180863,2246.19
2016-12-09,1557.929612302342,2259.53
2016-12-12,1545.3187250233389,2256.96
2016-12-13,1557.1388876301658,2271.72
2016-12-14,1549.860358880576,2253.28
2016-12-15,1560.7121628890677,2262.03
2016-12-16,1540.9645830220963,2258.07
2016-12-19,1549.5596728433018,2262.53
2016-12-20,1564.9623397273342,2270.76
2016-12-21,1565.3110251964993,2265.18
2016-12-22,1562.1425911610702,2260.96
2016-12-23,1562.533864398982,2263.79
2016-12-26,1562.5338644687522,2263.79
2016-12-27,1566.1740008985998,2268.88
2016-12-28,1551.548168504357,2249.92
2016-12-29,1546.0306243692482,2249.26
2016-12-30,1541.077650246634,2238.83
2017-01-02,1541.0776503164316,2238.83
2017-01-03,1553.8914970982528,2257.83
2017-01-04,1561.569350983927,2270.75
2017-01-05,1551.828667011662,2269.0
2017-01-06,1567.5458244401086,2276.98
2017-01-09,1566.9911661667218,2268.9
2017-01-10,1569.2291112981163,2268.9
2017-01-11,1583.7609006516964,2275.32
2017-01-12,1572.5782645189104,2270.44
2017-01-13,1578.9722930261532,2274.64
2017-01-16,1578.972293049109,2274.64
2017-01-17,1544.8303961455094,2267.89
2017-01-18,1551.3936939949388,2271.89
2017-01-19,1539.2644681906245,2263.69
2017-01-20,1548.946344017243,2271.31
2017-01-23,1547.614774894662,2265.2
2017-01-24,1569.5292464451934,2280.07
2017-01-25,1593.616271777007,2298.37
2017-01-26,1598.103453612921,2296.68
2017-01-27,1596.3679248841515,2294.69
2017-01-30,1584.6817278036704,2280.9
2017-01-31,1575.1128234271,2278.87
2017-02-01,1579.5720123689769,2279.55
2017-02-02,1569.6984821893425,2280.85
2017-02-03,1592.8722409488769,2297.42
2017-02-06,1589.554668971909,2292.56
2017-02-07,1589.7554199686747,2293.08
2017-02-08,1585.5436356244393,2294.67
2017-02-09,1595.614779111307,2307.87
2017-02-10,1600.7612667204166,2316.1
2017-02-13,1613.003454413676,2328.25
2017-02-14,1624.181962572888,2337.58
2017-02-15,1634.2387893932048,2349.25
2017-02-16,1632.2302600925696,2347.22
2017-02-17,1634.3718105535092,2351.16
2017-02-20,1634.3718105656917,2351.16
2017-02-21,1639.03653077412,2365.38
2017-02-22,1640.1616585547492,2362.82
2017-02-23,1643.953306169739,2363.81
2017-02-24,1648.789986729688,2367.34
2017-02-27,1645.066563230872,2369.75
2017-02-28,1639.9239279037938,2363.64
2017-03-01,1674.2854044897997,2395.96
2017-03-02,1652.529869218581,2381.92
2017-03-03,1658.2987801690076,2383.12
2017-03-06,1654.5516130691412,2375.31
2017-03-07,1653.1857221391238,2368.39
2017-03-08,1653.8579452204694,2362.98
2017-03-09,1651.93296069994,2364.87
2017-03-10,1654.99320430671,2372.6
2017-03-13,1656.5836285093562,2373.47
2017-03-14,1652.519949329947,2365.45
2017-03-15,1655.4815618875866,2385.26
2017-03-16,1655.6832814106608,2381.38
2017-03-17,1655.0701183939543,2378.25
2017-03-20,1646.0275646978273,2373.47
2017-03-21,1604.2493203788442,2344.02
2017-03-22,1611.130563516027,2348.45
2017-03-23,1613.2644961772908,2345.96
2017-03-24,1611.4486020932482,2343.98
2017-03-27,1607.3591293820784,2341.59
2017-03-28,1623.4380335201392,2358.57
2017-03-29,1617.810750868602,2361.13
2017-03-30,1632.0731975891224,2368.06
2017-03-31,1622.7810671766774,2362.72
2017-04-03,1620.504506629512,2358.84
2017-04-04,1616.839000139748,2360.16
2017-04-05,1609.5682139375788,2352.95
2017-04-06,1615.8552357021888,2357.49
2017-04-07,1613.9805791133556,2355.54
2017-04-10,1608.3077102613772,2357.16
2017-04-11,1606.2313154643875,2353.78
2017-04-12,1589.914359900834,2344.93
2017-04-13,1578.0128724244405,2328.95
2017-04-14,1578.012872446119,2328.95
2017-04-17,1604.4465250335309,2349.01
2017-04-18,1594.5678854886949,2342.19
2017-04-19,1593.6513521162744,2338.17
2017-04-20,1617.776559239825,2355.84
2017-04-21,1612.215173703138,2348.69
2017-04-24,1641.896460156148,2374.15
2017-04-25,1657.828554592731,2388.61
2017-04-26,1655.438168189729,2387.45
2017-04-27,1651.889177321603,2388.77
2017-04-28,1636.839219738228,2384.2
2017-05-01,1645.8278735405124,2388.33
2017-05-02,1637.6510918170106,2391.17
2017-05-03,1643.1959673064046,2388.13
2017-05-04,1645.5164369215106,2389.52
2017-05-05,1647.4114634182863,2399.29
2017-05-08,1647.7057196699736,2399.38
2017-05-09,1647.2473051979212,2396.92
2017-05-10,1650.9379654375798,2399.63
2017-05-11,1646.1712383203146,2394.44
2017-05-12,1640.9501847258666,2390.9
2017-05-15,1654.0985909787655,2402.32
2017-05-16,1660.4903868850083,2400.67
2017-05-17,1610.8470481426057,2357.03
2017-05-18,1613.1729779343284,2365.72
2017-05-19,1630.0662417172805,2381.73
2017-05-22,1640.6569868618844,2394.02
2017-05-23,1654.1452600346772,2398.42
2017-05-24,1662.3608063069782,2404.39
2017-05-25,1672.040543801228,2415.07
2017-05-26,1671.1001225799052,2415.82
2017-05-29,1671.100122603519,2415.82
2017-05-30,1670.4455542131295,2412.91
2017-05-31,1666.4449362673674,2411.8
2017-06-01,1674.056857414023,2430.06
2017-06-02,1679.09255240099,2439.07
2017-06-05,1674.920782214622,2436.1
2017-06-06,1665.469605139633,2429.33
2017-06-07,1668.6995425425694,2433.14
2017-06-08,1671.4481678961358,2433.79
2017-06-09,1651.391863922153,2431.77
2017-06-12,1642.9749276586872,2429.39
2017-06-13,1658.5268021210925,2440.35
2017-06-14,1652.6166626277836,2437.92
2017-06-15,1654.363513500052,2432.46
2017-06-16,1661.691199881688,2433.15
2017-06-19,1681.0257965430426,2453.46
2017-06-20,1664.0140092216675,2437.03
2017-06-21,1658.1241201626665,2435.61
2017-06-22,1658.0261624409434,2434.5
2017-06-23,1668.6895267364378,2438.3
2017-06-26,1657.095159558717,2439.07
2017-06-27,1637.2189128788934,2419.38
2017-06-28,1656.463312096065,2440.69
2017-06-29,1630.879856719794,2419.7
2017-06-30,1640.8854933837238,2423.41
2017-07-03,1633.750704783596,2429.01
2017-07-04,1631.3710916376626,2429.01
2017-07-05,1647.5557916270243,2432.54
2017-07-06,1638.6478142992132,2409.75
2017-07-07,1657.91770697089,2425.18
2017-07-10,1666.571617601891,2427.43
2017-07-11,1663.7305028332505,2425.53
2017-07-12,1682.8424594941753,2443.25
2017-07-13,1684.746541486584,2447.83
2017-07-14,1694.3466065496789,2459.27
2017-07-17,1694.631969607795,2459.14
2017-07-18,1693.5329888421356,2460.61
2017-07-19,1702.3236106231657,2473.83
2017-07-20,1702.3821403235174,2473.45
2017-07-21,1698.7444452020927,2472.54
2017-07-24,1695.7538268071448,2469.91
2017-07-25,1694.1067226735538,2477.13
2017-07-26,1688.7350955224376,2477.83
2017-07-27,1678.018788531928,2475.42
2017-07-28,1682.9928116641956,2472.1
2017-07-31,1683.8950022034337,2470.3
2017-08-01,1685.294684314604,2476.35
